State,Time,Device,Unit
54.6,2024-09-14 08:20:41,SSHUM_sensor,C
54.6,2024-09-14 08:21:06,SSHUM_sensor,C
54.6,2024-09-14 08:21:31,SSHUM_sensor,C
54.6,2024-09-14 08:21:56,SSHUM_sensor,C
54.6,2024-09-14 08:22:21,SSHUM_sensor,C
54.6,2024-09-14 08:22:46,SSHUM_sensor,C
54.6,2024-09-14 08:23:11,SSHUM_sensor,C
54.6,2024-09-14 08:23:36,SSHUM_sensor,C
54.6,2024-09-14 08:24:01,SSHUM_sensor,C
54.6,2024-09-14 08:24:26,SSHUM_sensor,C
54.6,2024-09-14 08:24:51,SSHUM_sensor,C
54.6,2024-09-14 08:25:16,SSHUM_sensor,C
54.6,2024-09-14 08:25:41,SSHUM_sensor,C
54.6,2024-09-14 08:26:06,SSHUM_sensor,C
54.6,2024-09-14 08:26:31,SSHUM_sensor,C
54.6,2024-09-14 08:26:56,SSHUM_sensor,C
54.6,2024-09-14 08:27:21,SSHUM_sensor,C
54.6,2024-09-14 08:27:46,SSHUM_sensor,C
54.56,2024-09-14 08:28:11,SSHUM_sensor,C
54.56,2024-09-14 08:28:36,SSHUM_sensor,C
54.561600000000006,2024-09-14 08:29:01,SSHUM_sensor,C
54.561600000000006,2024-09-14 08:29:26,SSHUM_sensor,C
54.546176,2024-09-14 08:29:51,SSHUM_sensor,C
54.527705600000004,2024-09-14 08:30:16,SSHUM_sensor,C
54.51662336,2024-09-14 08:30:41,SSHUM_sensor,C
54.509974016,2024-09-14 08:31:06,SSHUM_sensor,C
54.5059844096,2024-09-14 08:31:31,SSHUM_sensor,C
54.50359064576,2024-09-14 08:31:56,SSHUM_sensor,C
54.462154387455996,2024-09-14 08:32:21,SSHUM_sensor,C
54.4372926324736,2024-09-14 08:32:46,SSHUM_sensor,C
54.422375579484154,2024-09-14 08:33:11,SSHUM_sensor,C
54.41342534769049,2024-09-14 08:33:36,SSHUM_sensor,C
54.4080552086143,2024-09-14 08:34:01,SSHUM_sensor,C
54.40483312516858,2024-09-14 08:34:26,SSHUM_sensor,C
54.40289987510114,2024-09-14 08:34:51,SSHUM_sensor,C
54.40173992506068,2024-09-14 08:35:16,SSHUM_sensor,C
54.401043955036414,2024-09-14 08:35:41,SSHUM_sensor,C
54.40062637302185,2024-09-14 08:36:06,SSHUM_sensor,C
54.36037582381311,2024-09-14 08:36:31,SSHUM_sensor,C
54.33622549428786,2024-09-14 08:36:56,SSHUM_sensor,C
54.32173529657271,2024-09-14 08:37:21,SSHUM_sensor,C
54.32173529657271,2024-09-14 08:37:46,SSHUM_sensor,C
54.347824706766175,2024-09-14 08:38:11,SSHUM_sensor,C
54.347824706766175,2024-09-14 08:38:36,SSHUM_sensor,C
54.34121689443582,2024-09-14 08:39:01,SSHUM_sensor,C
54.324730136661486,2024-09-14 08:39:26,SSHUM_sensor,C
54.31483808199689,2024-09-14 08:39:51,SSHUM_sensor,C
54.31483808199689,2024-09-14 08:40:16,SSHUM_sensor,C
54.34534170951888,2024-09-14 08:40:41,SSHUM_sensor,C
54.34534170951888,2024-09-14 08:41:06,SSHUM_sensor,C
54.3403230154268,2024-09-14 08:41:31,SSHUM_sensor,C
54.32419380925607,2024-09-14 08:41:56,SSHUM_sensor,C
54.314516285553644,2024-09-14 08:42:21,SSHUM_sensor,C
54.30870977133218,2024-09-14 08:42:46,SSHUM_sensor,C
54.305225862799304,2024-09-14 08:43:11,SSHUM_sensor,C
54.30313551767958,2024-09-14 08:43:36,SSHUM_sensor,C
54.30188131060775,2024-09-14 08:44:01,SSHUM_sensor,C
54.30112878636464,2024-09-14 08:44:26,SSHUM_sensor,C
54.300677271818785,2024-09-14 08:44:51,SSHUM_sensor,C
54.30040636309127,2024-09-14 08:45:16,SSHUM_sensor,C
54.26024381785476,2024-09-14 08:45:41,SSHUM_sensor,C
54.23614629071285,2024-09-14 08:46:06,SSHUM_sensor,C
54.22168777442771,2024-09-14 08:46:31,SSHUM_sensor,C
54.21301266465663,2024-09-14 08:46:56,SSHUM_sensor,C
54.20780759879398,2024-09-14 08:47:21,SSHUM_sensor,C
54.20468455927639,2024-09-14 08:47:46,SSHUM_sensor,C
54.20281073556583,2024-09-14 08:48:11,SSHUM_sensor,C
54.201686441339504,2024-09-14 08:48:36,SSHUM_sensor,C
54.201011864803704,2024-09-14 08:49:01,SSHUM_sensor,C
54.20060711888222,2024-09-14 08:49:26,SSHUM_sensor,C
54.16036427132933,2024-09-14 08:49:51,SSHUM_sensor,C
54.136218562797595,2024-09-14 08:50:16,SSHUM_sensor,C
54.12173113767856,2024-09-14 08:50:41,SSHUM_sensor,C
54.11303868260713,2024-09-14 08:51:06,SSHUM_sensor,C
54.10782320956428,2024-09-14 08:51:31,SSHUM_sensor,C
54.104693925738566,2024-09-14 08:51:56,SSHUM_sensor,C
54.10281635544314,2024-09-14 08:52:21,SSHUM_sensor,C
54.101689813265885,2024-09-14 08:52:46,SSHUM_sensor,C
54.10101388795953,2024-09-14 08:53:11,SSHUM_sensor,C
54.10060833277572,2024-09-14 08:53:36,SSHUM_sensor,C
54.06036499966543,2024-09-14 08:54:01,SSHUM_sensor,C
54.03621899979926,2024-09-14 08:54:26,SSHUM_sensor,C
54.021731399879556,2024-09-14 08:54:51,SSHUM_sensor,C
54.01303883992773,2024-09-14 08:55:16,SSHUM_sensor,C
54.00782330395664,2024-09-14 08:55:41,SSHUM_sensor,C
54.004693982373986,2024-09-14 08:56:06,SSHUM_sensor,C
54.00281638942439,2024-09-14 08:56:31,SSHUM_sensor,C
54.00168983365463,2024-09-14 08:56:56,SSHUM_sensor,C
54.00101390019278,2024-09-14 08:57:21,SSHUM_sensor,C
54.00060834011567,2024-09-14 08:57:46,SSHUM_sensor,C
54.0003650040694,2024-09-14 08:58:11,SSHUM_sensor,C
54.00021900244164,2024-09-14 08:58:36,SSHUM_sensor,C
54.000131401464984,2024-09-14 08:59:01,SSHUM_sensor,C
54.00007884087899,2024-09-14 08:59:26,SSHUM_sensor,C
53.96004730452739,2024-09-14 08:59:51,SSHUM_sensor,C
53.93602838271644,2024-09-14 09:00:16,SSHUM_sensor,C
53.921617029629864,2024-09-14 09:00:41,SSHUM_sensor,C
53.91297021777792,2024-09-14 09:01:06,SSHUM_sensor,C
53.90778213066675,2024-09-14 09:01:31,SSHUM_sensor,C
53.90466927840005,2024-09-14 09:01:56,SSHUM_sensor,C
53.90280156704003,2024-09-14 09:02:21,SSHUM_sensor,C
53.90168094022402,2024-09-14 09:02:46,SSHUM_sensor,C
53.901008564134415,2024-09-14 09:03:11,SSHUM_sensor,C
53.90060513848065,2024-09-14 09:03:36,SSHUM_sensor,C
53.90036308308839,2024-09-14 09:04:01,SSHUM_sensor,C
53.900217849853036,2024-09-14 09:04:26,SSHUM_sensor,C
53.90013070991182,2024-09-14 09:04:51,SSHUM_sensor,C
53.90007842594709,2024-09-14 09:05:16,SSHUM_sensor,C
53.86004705556826,2024-09-14 09:05:41,SSHUM_sensor,C
53.836028233340954,2024-09-14 09:06:06,SSHUM_sensor,C
53.821616940004574,2024-09-14 09:06:31,SSHUM_sensor,C
53.81297016400275,2024-09-14 09:06:56,SSHUM_sensor,C
53.807782098401645,2024-09-14 09:07:21,SSHUM_sensor,C
53.80466925904099,2024-09-14 09:07:46,SSHUM_sensor,C
53.762801555424595,2024-09-14 09:08:11,SSHUM_sensor,C
53.73768093325476,2024-09-14 09:08:36,SSHUM_sensor,C
